ACTIVITY DATE,BUSINESS UNIT,VOLUME - HANDLED,TOTAL TIME - AHT (sec),AHT CALC,Sum of PRODUCTIVE TIME - ACTUAL (hrs),Sum of PRODUCTIVE TIME - SCHEDULED (hrs),Conformance CALC,Attrition,EOM Headcount,Attrition % CALC,System Outage (hrs),Unplanned out,Shrinkage,Regular Scheduled Time (no OT),Unplanned out % CALC,Shrinkage % CALC
2/20/2020,Client Transactions,2094,748510,357.4546323,197.5952778,230.9166666,0.855699507,0,0,,0,12,99.58333333,330.5,4%,30%
2/20/2020,Participant Transactions,2269,1194854,526.599383,248.7372222,256,0.971629774,0,0,,0,44.5,170.0833333,563.5,8%,30%
2/20/2020,RAM,2339,2217112,947.8888414,326.1913889,340.2500001,0.958681525,0,0,,0,27,186.5,728.5,4%,26%
2/20/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,1,69,151,1%,46%
2/20/2020,RIS,2556,1590207,622.1467136,550.3636111,576.5,0.954663679,0,0,,0.25,45.75,292.75,974.25,5%,30%
2/20/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.666666667,46.16666667,240.6666667,589,8%,41%
2/20/2020,WISE,6989,3826241,547.4661611,1269.622778,1308.587778,0.970223625,0,0,,0.333333333,223.5833333,786.6333333,2165.716667,10%,36%
2/21/2020,Client Transactions,2369,824458,348.0194175,214.8727778,227.4166666,0.944841822,0,0,,0,9.5,102.5833333,336.5,3%,30%
2/21/2020,Participant Transactions,2419,1195350,494.1504754,262.1355556,262.5,0.99861164,0,0,,0,43,179,556.5,8%,32%
2/21/2020,RAM,2198,2048446,931.9590537,258.9502778,266.1666667,0.972887706,0,0,,0,54.83333333,261.3333333,728,8%,36%
2/21/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,1,64,152,1%,42%
2/21/2020,RIS,2678,1683606,628.6803585,473.8075,479.8666667,0.987373229,0,0,,0,68.58333333,347.0833333,993,7%,35%
2/21/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,1.25,38,259.75,600.25,6%,43%
2/21/2020,WISE,6815,3708709,544.1979457,1271.939167,1304.75,0.974852782,0,0,,0.416666667,306.1666667,849.25,2295.666667,13%,37%
2/22/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/22/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/22/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/22/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/22/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/22/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/22/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/23/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0.75,10,0%,8%
2/23/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,3,39.5,0%,8%
2/23/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,4,4,0%,100%
2/23/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/23/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/23/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/23/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/24/2020,Client Transactions,2947,854437,289.9345097,148.3794444,162.5,0.913104274,0,0,,0,20,100.1666667,334,6%,30%
2/24/2020,Participant Transactions,3011,1884929,626.014281,423.5572222,422.4166666,1.002700072,0,0,,0,53.25,136.3333333,574.75,9%,24%
2/24/2020,RAM,2753,2670165,969.9110062,331.6188889,341.4166667,0.971302579,0,0,,0,52,203.5833333,730,7%,28%
2/24/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,34.75,62,153.5,23%,40%
2/24/2020,RIS,3704,2306526,622.712203,650.9961111,662.5499999,0.982561484,0,0,,1.166666667,66.53333333,235.7,995,7%,24%
2/24/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,91,201.25,590.5,15%,34%
2/24/2020,WISE,9172,5008222,546.0337985,1712.182778,1764.333333,0.970441779,0,0,,0,245.0833333,619.3333333,2320,11%,27%
2/25/2020,Client Transactions,2337,792171,338.9691913,177.1747222,199.1666666,0.889580195,0,0,,0,3,102.6666667,328,1%,31%
2/25/2020,Participant Transactions,2496,1621153,649.5004006,356.8083333,374.9166667,0.951700378,0,0,,0,17.5,113,564,3%,20%
2/25/2020,RAM,2680,2388602,891.269403,358.7266667,371.2500001,0.966267115,0,0,,0,49,178.5,728,7%,25%
2/25/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,18,56.25,154,12%,37%
2/25/2020,RIS,2756,1680232,609.6632801,448.4427778,437,1.026184846,0,0,,0,61.83333333,344,996.5,6%,35%
2/25/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,18.33333333,239.5833333,592.5,3%,40%
2/25/2020,WISE,8021,4448630,554.622865,1452.029167,1486.666667,0.976701233,0,0,,0,94.33333333,638.5833333,2303.5,4%,28%
2/26/2020,Client Transactions,2303,873422,379.2540165,232.1144444,236.25,0.982495003,0,0,,0,0,90.5,332,0%,27%
2/26/2020,Participant Transactions,2295,1574979,686.2653595,325.5105555,348,0.93537516,0,0,,0,47.25,165.8333333,579,8%,29%
2/26/2020,RAM,2533,2363950,933.2609554,381.1305556,390.6666667,0.975590159,0,0,,0,40.83333333,158.8333333,727,6%,22%
2/26/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,11.5,63.5,152,8%,42%
2/26/2020,RIS,2934,1802500,614.3490116,388.4105556,382.3166666,1.015939376,0,0,,0,74.03333333,345.6833333,1005,7%,34%
2/26/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.466666667,20,198.4666667,583.25,3%,34%
2/26/2020,WISE,7655,4135003,540.1702155,1409.539167,1449.916667,0.972151848,0,0,,0,143.25,676.25,2302.75,6%,29%
2/27/2020,Client Transactions,2438,904637,371.0570139,238.5986111,250.3333333,0.953123613,0,0,,0,8,78.16666667,328.5,2%,24%
2/27/2020,Participant Transactions,2120,1479447,697.8523585,338.0516667,372.9166666,0.906507263,0,0,,0,40.75,140.1666667,566.5,7%,25%
2/27/2020,RAM,2352,2314786,984.1777211,373.3330556,384.75,0.97032633,0,0,,0,49.5,230.5,722,7%,32%
2/27/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,12.25,65,153,8%,42%
2/27/2020,RIS,3112,1907297,612.8846401,608.2486111,598.4666667,1.016345011,0,0,,0.316666667,74.25,323.15,949.5,8%,34%
2/27/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,9.25,224.3166667,582.9166667,2%,38%
2/27/2020,WISE,7895,4362142,552.5195693,1340.468333,1387.25,0.966277407,0,0,,0.5,128.5833333,659,2296,6%,29%
2/28/2020,Client Transactions,3044,861155,282.902431,221.1216666,240.0833333,0.921020479,0,0,,0,3.5,89.91666667,336.5,1%,27%
2/28/2020,Participant Transactions,2220,1438759,648.0896396,354.6580555,371.6666667,0.954236921,0,0,,0,68.16666667,160.75,556,12%,29%
2/28/2020,RAM,2325,2258651,971.4627957,357.7361111,376,0.951425828,0,0,,0,80.25,230.25,717.25,11%,32%
2/28/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,30.5,82,152,20%,54%
2/28/2020,RIS,3288,2105806,640.4519465,550.7011111,569.9166666,0.96628357,0,0,,0.333333333,116.8333333,324.9166667,995.8333333,12%,33%
2/28/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.75,28.5,215.5,587,5%,37%
2/28/2020,WISE,8955,5151205,575.2322725,1491.8075,1550.866667,0.961918605,0,0,,0,221.3833333,718.1333333,2298.083333,10%,31%
2/29/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,2,41,0.048780488,0,0,0,0,#DIV/0!,#DIV/0!
2/29/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,2,58,0.034482759,0,0,0,0,#DIV/0!,#DIV/0!
2/29/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,2,90,0.022222222,0,0,0,0,#DIV/0!,#DIV/0!
2/29/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,2,19,0.105263158,0,0,0,0,#DIV/0!,#DIV/0!
2/29/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,2,116,0.017241379,0,0,0,0,#DIV/0!,#DIV/0!
2/29/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,2,0,,0,0,0,0,#DIV/0!,#DIV/0!
2/29/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,2,288,0.006944444,0,0,0,0,#DIV/0!,#DIV/0!
3/1/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0.75,9,0%,8%
3/1/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,2.75,36.5,0%,8%
3/1/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/1/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/1/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/1/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/1/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/2/2020,Client Transactions,2712,771544,284.4926254,179.0658333,189.0833333,0.947020714,0,0,,0,1,97.91666667,326,0%,30%
3/2/2020,Participant Transactions,2823,1830730,648.5051364,407.0666667,403.5,1.008839323,0,0,,0,54.5,152.4166667,574,9%,27%
3/2/2020,RAM,2321,2358548,1016.17751,419.2630555,426.5833333,0.982839747,0,0,,0,78.08333333,170.9166667,706,11%,24%
3/2/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,3.45,7,53.7,155,5%,35%
3/2/2020,RIS,3472,2215475,638.0976382,542.5608333,538.25,1.00800898,0,0,,0.833333333,165.75,326.9166667,924.6666667,18%,35%
3/2/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.5,87.66666667,238.5,649.5,13%,37%
3/2/2020,WISE,10144,5645381,556.5241522,1746.5675,1813.116667,0.963295706,0,0,,0.5,343.05,635.3,2316.5,15%,27%
3/3/2020,Client Transactions,2254,818084,362.9476486,213.3372222,239,0.892624361,0,0,,0,0.5,74.25,320,0%,23%
3/3/2020,Participant Transactions,2929,1668154,569.5302151,378.06,412.4166667,0.916694282,0,0,,0,34,139.0833333,571.75,6%,24%
3/3/2020,RAM,2578,2630383,1020.31924,441.0933333,449.25,0.981843814,0,0,,0,35,160.25,704.75,5%,23%
3/3/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,5.5,43.25,153,4%,28%
3/3/2020,RIS,2996,1742035,581.4536048,444.2866667,440.6666667,1.008214826,0,0,,1.333333333,105.5,352.3333333,922,11%,38%
3/3/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,23.75,265.75,631.25,4%,42%
3/3/2020,WISE,8026,4404646,548.7971592,1484.781667,1546.583333,0.960039873,0,0,,0,192.8333333,750,2299.25,8%,33%
3/4/2020,Client Transactions,2090,820364,392.5186603,218.9491667,238.25,0.918989157,0,0,,0,0,81.5,324,0%,25%
3/4/2020,Participant Transactions,2390,1459744,610.7715481,348.9805556,380.7499999,0.916560881,0,0,,0,35.83333333,163.4166667,570.75,6%,29%
3/4/2020,RAM,2690,2406671,894.6732342,424.47,446.5,0.950660694,0,0,,0,32.25,146,702,5%,21%
3/4/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,6.5,40,151,4%,26%
3/4/2020,RIS,2701,1599855,592.3195113,472.3055556,464.6666666,1.016439503,0,0,,1.083333333,65,304.5833333,920.5,7%,33%
3/4/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.75,23.75,285,629.25,4%,45%
3/4/2020,WISE,7253,3926527,541.3659176,1177.225,1227.133333,0.959329331,0,0,,0,147.2,707.0333333,2287.416667,6%,31%
3/5/2020,Client Transactions,2063,826507,400.6335434,218.9869444,237.3333333,0.9226978,0,0,,0,8,84.16666667,321.5,2%,26%
3/5/2020,Participant Transactions,2458,1533747,623.9816924,337.7511111,359.5833333,0.939284666,0,0,,0,28,145,564,5%,26%
3/5/2020,RAM,2117,2311387,1091.821918,481.4458333,500.25,0.962410461,0,0,,0,26,146.75,688,4%,21%
3/5/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,46.75,151,0%,31%
3/5/2020,RIS,2455,1420935,578.7922607,487.6972222,495.1,0.985047914,0,0,,0.266666667,108.8833333,319.4,888.7666667,12%,36%
3/5/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,25.5,291,619.5,4%,47%
3/5/2020,WISE,6833,3676283,538.018879,1279.503333,1320.25,0.969137158,0,0,,0,126.1666667,681.1666667,2289.083333,6%,30%
3/6/2020,Client Transactions,2602,806636,310.0061491,217.1561111,226,0.960867748,0,0,,0,8,100.5,333,2%,30%
3/6/2020,Participant Transactions,2220,1584081,713.55,383.3133333,396.4166666,0.966945554,0,0,,0,32,138.6666667,556,6%,25%
3/6/2020,RAM,2289,2290111,1000.485365,450.6172222,462.25,0.974834445,0,0,,0,66.25,179.5,688.25,10%,26%
3/6/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,12.25,55,151.5,8%,36%
3/6/2020,RIS,2636,1544308,585.8528073,486,489.4266666,0.992998611,0,0,,1.083333333,107,337.5666667,918.5,12%,37%
3/6/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,69,279.25,620.5,11%,45%
3/6/2020,WISE,7084,3799191,536.3059006,1473.945556,1536.172778,0.959492042,0,0,,0,182.0833333,718.3333333,2278.666667,8%,32%
3/7/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/7/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/7/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/7/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/7/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/7/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/7/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/8/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0.75,9,0%,8%
3/8/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,3,43.5,0%,7%
3/8/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/8/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/8/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/8/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/8/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/9/2020,Client Transactions,2627,908922,345.9923868,241.1930555,255.5833333,0.943696338,0,0,,0,2.5,65.25,326,1%,20%
3/9/2020,Participant Transactions,2483,1665212,670.6451873,400.1686111,412,0.971283037,0,0,,0,49,142.5,574.25,9%,25%
3/9/2020,RAM,2630,2846100,1082.1673,470.8986111,486.6666667,0.967599886,0,0,,0,86.58333333,164.3333333,698,12%,24%
3/9/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,40,67.5,153.5,26%,44%
3/9/2020,RIS,3987,2501178,627.3333333,676.8402778,676.9999999,0.999764074,0,0,,0.416666667,135.5833333,311,929.9166667,15%,33%
3/9/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,102.25,210.25,646,16%,33%
3/9/2020,WISE,10169,5703970,560.9174943,1717.530278,1803.666667,0.952243732,0,0,,0,330.3333333,635.8333333,2287.5,14%,28%
3/10/2020,Client Transactions,2201,836580,380.0908678,224.9711111,242.1666667,0.928992888,0,0,,0,20.25,77.83333333,320,6%,24%
3/10/2020,Participant Transactions,2498,1644254,658.2281825,400.4336111,414.0833333,0.967036292,0,0,,0,16.5,132.25,560,3%,24%
3/10/2020,RAM,2262,2250155,994.7634836,432.9041667,441.5,0.980530389,0,0,,0,51.5,192.5,696,7%,28%
3/10/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,7.266666667,55.5,145,5%,38%
3/10/2020,RIS,3336,2046170,613.3603118,527.5263889,532.2499999,0.991125202,0,0,,5.416666667,92.25,326.6666667,1042.25,9%,31%
3/10/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.25,54.91666667,187,649,8%,29%
3/10/2020,WISE,8732,4771285,546.4137655,1625.249444,1758.848333,0.924041837,0,0,,0,205.4166667,581.7333333,2269,9%,26%
3/11/2020,Client Transactions,2119,844619,398.5932043,215.455,231.5833333,0.930356243,0,0,,0,32,87.16666667,324,10%,27%
3/11/2020,Participant Transactions,2629,1569389,596.9528338,345.3319444,352.0833333,0.980824458,0,0,,0,22.25,158.25,566,4%,28%
3/11/2020,RAM,2194,2102494,958.2926162,407.5244444,419,0.972612039,0,0,,0,81,219.8333333,694,12%,32%
3/11/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.433333333,0.333333333,50.01666667,151.4333333,0%,33%
3/11/2020,RIS,2989,1742284,582.8986283,593.2075,613,0.967712072,0,0,,3.433333333,56,279.4166667,1027,5%,27%
3/11/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2.583333333,62.25,177.8666667,643,10%,28%
3/11/2020,WISE,7985,4464741,559.1410144,1315.201667,1364.666667,0.963753053,0,0,,1.75,168.75,697.3333333,2306.416667,7%,30%
3/12/2020,Client Transactions,2258,1038180,459.7785651,261.1666666,271,0.963714637,0,0,,0,9.75,49.5,320.5,3%,15%
3/12/2020,Participant Transactions,2320,1524266,657.0112069,363.6319444,387.9166667,0.937397064,0,0,,0,19.25,145,563.5,3%,26%
3/12/2020,RAM,2739,2551093,931.3957649,443.6208333,460.75,0.962823295,0,0,,0,18,161,688,3%,23%
3/12/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,20,52.75,151,13%,35%
3/12/2020,RIS,3679,2359386,641.3117695,560.7644444,560.6666666,1.000174396,0,0,,4.25,72.41666667,272.4166667,994.5833333,7%,27%
3/12/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,70,190.8333333,649.25,11%,29%
3/12/2020,WISE,10488,6139344,585.3684211,1623.449167,1687.333333,0.962138977,0,0,,6.666666667,217.5833333,591.25,2301.25,9%,26%
3/13/2020,Client Transactions,2975,932625,313.487395,233.8755555,248.75,0.940203238,0,0,,0,24.5,80.25,329,7%,24%
3/13/2020,Participant Transactions,2524,1470068,582.4358162,379.5869444,396.9166667,0.956339142,0,0,,0,32,142.75,559,6%,26%
3/13/2020,RAM,2069,2370183,1145.569357,433.5425,449.5833333,0.964320667,0,0,,0,50.16666667,173.4166667,688,7%,25%
3/13/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.333333333,19.5,68.08333333,151.5,13%,45%
3/13/2020,RIS,3370,2062255,611.9451039,569.6591667,582.4166666,0.978095579,0,0,,9.083333333,78.16666667,358.3333333,1037.833333,8%,35%
3/13/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,7.5,32.5,185.2,648.5,5%,29%
3/13/2020,WISE,9084,5360441,590.0969837,1592.901111,1678.5,0.949002747,0,0,,10,174.0833333,599.75,2291.75,8%,26%
3/14/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/14/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/14/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/14/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/14/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/14/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/14/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/15/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,1,13,0%,8%
3/15/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,2.25,30,0%,8%
3/15/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/15/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/15/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/15/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/15/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
3/16/2020,Client Transactions,2758,887334,321.7309645,212.8280555,238.0833333,0.893922529,0,0,,0,9,87.91666667,326,3%,27%
3/16/2020,Participant Transactions,2860,1928106,674.1629371,460.0036111,471.75,0.975100395,0,0,,0,22,93,574.25,4%,16%
3/16/2020,RAM,2748,2949540,1073.340611,479.6113889,511.4166667,0.937809462,0,0,,0,18.75,149.8333333,698,3%,21%
3/16/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,8.666666667,1.75,42.66666667,154,1%,28%
3/16/2020,RIS,3753,2558313,681.6714628,682.885,704.2499999,0.969662762,0,0,,10.08333333,79.16666667,300.25,1044.166667,8%,29%
3/16/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,15.88333333,68.5,207.1833333,652.8333333,10%,32%
3/16/2020,WISE,10099,6101545,604.1731855,1779.039722,1888.9,0.941839019,0,0,,2.75,171.5,477.1666667,2282,8%,21%
3/17/2020,Client Transactions,2492,989690,397.14687,253.165,259.25,0.976528447,0,0,,0,1.5,57.75,320,0%,18%
3/17/2020,Participant Transactions,2547,1702348,668.3737731,417.1194444,441.6666666,0.944421384,0,0,,0,8,103.75,565,1%,18%
3/17/2020,RAM,2568,2781371,1083.088396,432.5602778,454.9333333,0.950821244,0,0,,0,62.81666667,196.0666667,696,9%,28%
3/17/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,8.45,0,40.7,154.75,0%,26%
3/17/2020,RIS,3160,2078708,657.8189873,594.0872222,642.55,0.924577422,0,0,,41.05,50.66666667,333.7333333,1044.416667,5%,32%
3/17/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,67.01666667,27.5,228.2666667,655.1666667,4%,35%
3/17/2020,WISE,8890,5478943,616.3040495,1530.064722,1654.583333,0.924743222,0,0,,0,198.75,554.5,2286.416667,9%,24%
3/18/2020,Client Transactions,2409,1018272,422.6948941,259.9777778,269.5,0.964667079,0,0,,0,0,45.75,324,0%,14%
3/18/2020,Participant Transactions,1958,1533158,783.0224719,365.9013889,395.0833333,0.926137243,0,0,,0,22,125.25,566.25,4%,22%
3/18/2020,RAM,2341,2744497,1172.360957,442.5363889,467.25,0.947108376,0,0,,14.25,16.5,183,694,2%,26%
3/18/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2.116666667,0,47.95,152,0%,32%
3/18/2020,RIS,3334,2099543,629.7369526,650.6080556,661.6833333,0.983261967,0,0,,28.65,58.61666667,294.5166667,1025.416667,6%,29%
3/18/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,19.31666667,36.91666667,195.9833333,648.5,6%,30%
3/18/2020,WISE,8555,5264267,615.3438925,1542.891389,1637.5,0.942223749,0,0,,2,99.66666667,504.5833333,2268.083333,4%,22%
3/19/2020,Client Transactions,2075,970507,467.7142169,247.0772222,258.9999999,0.953966109,0,0,,0,6.833333333,60.5,320.5,2%,19%
3/19/2020,Participant Transactions,1904,1422602,747.164916,330.3975,357.3333333,0.92461987,0,0,,3.75,10,147.6666667,552,2%,27%
3/19/2020,RAM,2334,2813779,1205.56084,468.3452778,485.5,0.964665866,0,0,,3,38.75,161.75,696,6%,23%
3/19/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,8.15,8.75,53.9,153.4,6%,35%
3/19/2020,RIS,2993,1970144,658.2505847,627.1794444,671,0.934693658,0,0,,36.45,44.75,273.5,987.7666667,5%,28%
3/19/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,21.81666667,30.75,209.3,649.1833333,5%,32%
3/19/2020,WISE,8155,5080269,622.9637032,1492.963889,1621.75,0.920588185,0,0,,3,159.0833333,537,2268,7%,24%
3/20/2020,Client Transactions,2560,991680,387.375,242.7519444,252.4166667,0.961711236,0,0,,0,8,69.08333333,330.5,2%,21%
3/20/2020,Participant Transactions,2034,1580826,777.20059,403.6922222,425.25,0.949305637,0,0,,1,1,109.25,549.5,0%,20%
3/20/2020,RAM,2013,2455964,1220.051664,491.5925,504.25,0.974898364,0,0,,3.75,26.16666667,150.1666667,696,4%,22%
3/20/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.283333333,5,46.78333333,152,3%,31%
3/20/2020,RIS,3072,1959140,637.7408854,568.2266667,578.6033333,0.98206601,0,0,,35.55,67.66666667,348.0833333,1026,7%,34%
