campaign,actual_effective_date,original_submit_date,Month,status,volume,volume_per_day,aht,ot_hrs_per_wk,attrition_headcount,new_hire_headcount,service_level,business_days,total_staff_fte,online_production_fte
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-06,Implemented,2978,135.3636364,880,0,0,0,0.978872671,22,23,12.571875
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-07,Implemented,3009,150.45,780,0.49901,0,0,0.989999877,20,23,15.17936659
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-08,Implemented,3232,140.5217391,711,0.0247,0,0,0.999103506,23,23,14.67948915
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-09,Implemented,2762,131.5238095,707,0.05978,0,0,0.999580529,21,23,14.70014566
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-10,Implemented,2653,126.3333333,691,0.09452,0,0,0.999956633,21,23,15.44087354
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-11,Implemented,2907,138.4285714,732,0.04076,0,0,0.99674342,21,23,15.90261662
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2022-12,Implemented,3525,167.8571429,703,0.40114,0,0,0.989111441,21,23,16.03488968
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-01,Implemented,4463,223.15,752,0,0,0,0.663185312,20,23,15.30496666
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-02,Implemented,4142,218,855,0,0,0,0,19,23,13.59996129
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-03,Implemented,4769,207.3478261,983,0.4089,0,0,0,23,23,16.53327731
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-04,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-05,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-06,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-07,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-08,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-09,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-10,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-11,Implemented,,,,,,,,,,
CE-PI Acquisition,6/25/2020 0:00,6/18/2020 0:00,'2023-12,Implemented,,,,,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2020-07,Implemented,2862,130.0909091,952.6,0.47826,0,0,0.852798929,22,23,11.375
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2020-08,Implemented,2530,120.4761905,885.6,0,0,0,0.874693978,21,23,9.1
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2020-09,Implemented,2277,108.4285714,824.5,0,0,0,0.927486498,21,23,8.1
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2020-10,Implemented,2727,123.9545455,878.05,0,0,0,0.88043991,22,23,9.1
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2020-11,Implemented,2581,129.05,769.25,0,0,0,0.91469069,20,23,8.95
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2020-12,Implemented,2831,128.6818182,772.65,0,0,0,0.912503841,22,23,9.95
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-01,Implemented,2815,148.1684211,827.2,0,0,0,0.86134011,19,23,10.13234761
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-02,Implemented,3261,171.6157895,940.5,2,1,0,0.897384664,19,22.5,12.96217105
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-03,Implemented,2431,105.6956522,1081.3,0,1,0,0.922592438,23,21.5,10.2
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-04,Implemented,3528,168,1098.9,4,0,1,0.900799178,21,21.5,14.06535714
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-05,Implemented,2176,108.81,976.8,0,0,0,0.912919133,20,22,9.96
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-06,Implemented,2342,106.4454545,968,0,1,0,0.917289567,22,21.5,10.05
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-07,Implemented,2576,122.6657143,858,2,0,2,0.894807882,21,22,10.75
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-08,Implemented,2277,103.4959091,782.1,0.02706,0,0,0.879024179,22,23,7.777641278
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-09,Implemented,2049,97.58571429,777.7,0,0,0,0.925557706,21,23,7.25
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-10,Implemented,2454,116.8714286,760.1,0,0,0,0.926168266,21,23,9.265601802
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-11,Implemented,2323,110.6228571,805.2,0.04076,0,0,0.899382018,21,23,9.335429118
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2021-12,Implemented,2548,121.3457143,773.3,0,1,0,0.877570069,21,22.5,9.75
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-01,Implemented,2534,126.684,868.56,0,0,1,0.887400071,20,22.5,10.36119481
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-02,Implemented,2935,154.4542105,987.525,2,0,0,0.880611469,19,23,12.56217105
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-03,Implemented,2188,95.12608696,1135.365,0,0,0,0.880469651,23,23,9.94
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-04,Implemented,3175,158.76,1153.845,5,1,1,0.906041421,20,23,15.76785714
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-05,Implemented,1959,93.26571429,1025.64,5,0,2,0.932544414,21,24,10.25
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-06,Implemented,2108,95.80090909,1016.4,2,0,0,0.866531559,22,25,10.25
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-07,Implemented,2318,115.9191,900.9,0,1,0,0.910840914,20,24.5,12.15
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-08,Implemented,2049,89.09647826,821.205,0.0247,0,1,0.941766376,23,24.5,8.0301784
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-09,Implemented,1844,87.82714286,816.585,0,0,0,0.943442813,21,25,8
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-10,Implemented,2209,105.1842857,798.105,0,0,0,0.866724702,21,25,8.75
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-11,Implemented,2091,99.56057143,845.46,0.03906,0,0,0.88747654,21,25,8.841796256
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2022-12,Implemented,2293,109.2111429,811.965,0,0,0,0.933324928,21,25,10.5
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-01,Implemented,2407,120.3498,911.988,0,1,0,0.925777363,20,24.5,11.2890768
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-02,Implemented,2788,146.7315,1036.90125,0,1,2,0.891242448,19,24.5,12.58717105
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-03,Implemented,2079,90.36978261,1192.13325,0,0,1,0.958360385,23,25.5,10.4
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-04,Implemented,3016,,1211.53725,0,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-05,Implemented,1861,,1076.922,0,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-06,Implemented,2002,,1067.22,0,1,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-07,Implemented,2202,,945.945,0,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-08,Implemented,1947,,862.26525,0,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-09,Implemented,1752,,857.41425,0,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-10,Implemented,2098,,838.01025,0,,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-11,Implemented,1986,,887.733,0,1,,,,,
CE-PI Acquisition,7/28/2020 0:00,7/22/2020 0:00,'2023-12,Implemented,2179,,852.56325,0,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2020-08,Implemented,2530,120.4761905,885.6,0,0,0,0.874693978,21,22,9.4
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2020-09,Implemented,2277,108.4285714,824.5,0,0,0,0.927486498,21,22,8.4
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2020-10,Implemented,2727,123.9545455,878.05,0,0,0,0.88043991,22,22,9.4
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2020-11,Implemented,2581,129.05,769.25,0,0,0,0.91469069,20,22,9.3
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2020-12,Implemented,2831,128.6818182,772.65,0,0,0,0.912503841,22,22,9.3
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-01,Implemented,2815,148.1578947,827.2,0,0,0,0.745785267,19,22,9.361194815
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-02,Implemented,3261,171.6315789,940.5,2.09302,1,0,0.818817896,19,21.5,12.21217105
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-03,Implemented,2431,105.6956522,1081.3,0,1,0,0.847973981,23,20.5,9.4
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-04,Implemented,3528,168,1098.9,4.2,0,1,0.830943429,21,20.5,13.25535714
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-05,Implemented,2176,108.8,976.8,0,0,0,0.912919133,20,21,9.2
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-06,Implemented,2342,106.4545455,968,0,1,0,0.833197446,22,20.5,9.35
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-07,Implemented,2576,122.6666667,858,2.1,0,2,0.794166572,21,21,10.05
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-08,Implemented,2277,103.5,782.1,0.02841,0,0,0.748483682,22,22,7.027001433
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-09,Implemented,2049,97.57142857,777.7,0,0,0,0.833205876,21,22,6.5
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-10,Implemented,2454,116.8571429,760.1,0,0,0,0.926168266,21,22,8.514923463
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-11,Implemented,2323,110.6190476,805.2,0.04261,0,0,0.794226309,21,22,8.58273383
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2021-12,Implemented,2548,121.3333333,773.3,0,1,0,0.756307047,21,21.5,9.05
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-01,Implemented,2534,126.7,868.56,0,0,1,0.781701487,20,21.5,9.59004202
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-02,Implemented,2935,154.4736842,987.525,2.09524,0,0,0.788449241,19,22,11.81217105
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-03,Implemented,2188,95.13043478,1135.365,0,0,0,0.771045658,23,22,9.16
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-04,Implemented,3175,158.75,1153.845,5.23256,1,1,0.906041421,20,22,14.96785714
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-05,Implemented,1959,93.28571429,1025.64,5.2381,0,2,0.860302874,21,23,9.5
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-06,Implemented,2108,95.81818182,1016.4,2.09091,0,0,0.866531559,22,24,9.55
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-07,Implemented,2318,115.9,900.9,0,1,0,0.910840914,20,23.5,11.45
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-08,Implemented,2049,89.08695652,821.205,0.02578,0,1,0.864588893,23,23.5,7.279538555
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-09,Implemented,1844,87.80952381,816.585,0,0,0,0.867880246,21,24,7.25
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-10,Implemented,2209,105.1904762,798.105,0,0,0,0.866724702,21,24,8
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-11,Implemented,2091,99.57142857,845.46,0.04069,0,0,0.763778282,21,24,8.089100968
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2022-12,Implemented,2293,109.1904762,811.965,0,0,0,0.8554246,21,24,9.8
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-01,Implemented,2407,120.35,911.988,0,1,0,0.925777363,20,23.5,10.51792401
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-02,Implemented,2788,146.7368421,1036.90125,0,1,2,0.805393701,19,23.5,11.83717105
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-03,Implemented,2079,90.39130435,1192.13325,0,0,1,0.91166119,23,24.5,9.6
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-04,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-05,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-06,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-07,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-08,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-09,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-10,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-11,Implemented,,,,,,,,,,
CE-PI Acquisition,8/17/2020 0:00,8/12/2020 0:00,'2023-12,Implemented,,,,,,,,,,
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-02,Implemented,8956,471.3684211,760,,1,,,19,42,22
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-03,Implemented,11029,525.1904762,763,,1,,,21,41,25
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-04,Implemented,9956,474.0952381,754,,1,,,21,40,22
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-05,Implemented,7991,347.4347826,686,,1,,,23,42,15
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-06,Implemented,7588,361.3333333,727,,1,,,21,41,16
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-07,Implemented,8577,408.4285714,777,,1,,,21,43,19
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-08,Implemented,9808,426.4347826,749,,1,,,23,42,20
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-09,Implemented,8052,423.7894737,810,,1,,,19,41,21
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-10,Implemented,10132,440.5217391,807,,1,,,23,44,22
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-11,Implemented,8756,416.952381,703,,1,,,21,43,18
CE-PI Core,2/5/2018 0:00,2/5/2018 0:00,'2018-12,Implemented,9966,498.3,802,,1,,,20,42,24
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-02,Implemented,8956,471.3684211,760,,1,,,19,39,23
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-03,Implemented,11029,525.1904762,763,,1,,,21,38,26
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-04,Implemented,9956,474.0952381,754,,1,,,21,37,23
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-05,Implemented,7991,347.4347826,683,,1,,,23,39,15
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-06,Implemented,7588,361.3333333,727,,1,,,21,38,17
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-07,Implemented,8577,408.4285714,777,,1,,,21,40,21
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-08,Implemented,9808,426.4347826,749,,1,,,23,39,21
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-09,Implemented,8052,423.7894737,810,,1,,,19,38,22
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-10,Implemented,10132,440.5217391,807,,1,,,23,41,23
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-11,Implemented,8756,416.952381,703,,1,,,21,40,19
CE-PI Core,2/22/2018 0:00,2/22/2018 0:00,'2018-12,Implemented,9966,498.3,802,,1,,,20,39,26
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-03,Implemented,11029,525.1904762,763,,1,,,21,38,26
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-04,Implemented,9956,474.0952381,754,,1,,,21,37,23
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-05,Implemented,7991,347.4347826,686,,1,,,23,39,15
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-06,Implemented,7588,361.3333333,727,,1,,,21,38,17
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-07,Implemented,8577,408.4285714,777,,1,,,21,40,21
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-08,Implemented,9808,426.4347826,749,,1,,,23,39,21
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-09,Implemented,8052,423.7894737,810,,1,,,19,38,22
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-10,Implemented,10132,440.5217391,807,,1,,,23,41,23
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-11,Implemented,8756,416.952381,703,,1,,,21,40,19
CE-PI Core,3/8/2018 0:00,3/8/2018 0:00,'2018-12,Implemented,9966,498.3,802,,1,,,20,39,26
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-04,Implemented,9956,474.0952381,754,,2,,,21,35,22
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-05,Implemented,7991,347.4347826,686,,1,,,23,34,15
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-06,Implemented,7588,361.3333333,727,,2,,,21,32,16
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-07,Implemented,8577,408.4285714,777,,1,,,21,31,20
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-08,Implemented,9808,426.4347826,749,,1,,,23,33,20
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-09,Implemented,8052,423.7894737,810,,1,,,19,32,21
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-10,Implemented,10132,440.5217391,807,,1,,,23,34,22
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-11,Implemented,8756,416.952381,703,,1,,,21,33,18
CE-PI Core,3/29/2018 0:00,3/29/2018 0:00,'2018-12,Implemented,9966,498.3,802,,1,,,20,32,25
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-05,Implemented,7991,347.4347826,686,,1,,,23,35,14
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-06,Implemented,7588,361.3333333,727,,2,,,21,33,16
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-07,Implemented,8577,408.4285714,777,,1,,,21,32,19
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-08,Implemented,9808,426.4347826,749,,1,,,23,34,19
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-09,Implemented,8052,423.7894737,810,,1,,,19,33,21
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-10,Implemented,10132,440.5217391,807,,1,,,23,35,21
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-11,Implemented,8756,416.952381,703,,1,,,21,34,18
CE-PI Core,5/3/2018 0:00,5/3/2018 0:00,'2018-12,Implemented,9966,498.3,802,,1,,,20,33,24
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-06,Implemented,6981,332.4285714,757,,2,,,21,33,16
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-07,Implemented,7891,375.7619048,807,,1,,,21,32,19
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-08,Implemented,9023,392.3043478,779,,1,,,23,39,19
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-09,Implemented,7408,389.8947368,840,,1,,,19,38,21
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-10,Implemented,9321,405.2608696,837,,1,,,23,37,21
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-11,Implemented,8056,383.6190476,733,,1,,,21,36,18
CE-PI Core,6/1/2018 0:00,6/1/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,35,24
CE-PI Core,7/5/2018 0:00,7/5/2018 0:00,'2018-07,Implemented,7891,375.7619048,807,,1,,,21,33,29
CE-PI Core,7/5/2018 0:00,7/5/2018 0:00,'2018-08,Implemented,9023,392.3043478,779,,1,,,23,40,30
CE-PI Core,7/5/2018 0:00,7/5/2018 0:00,'2018-09,Implemented,7408,389.8947368,840,,1,,,19,39,32
CE-PI Core,7/5/2018 0:00,7/5/2018 0:00,'2018-10,Implemented,9321,405.2608696,837,,1,,,23,38,33
CE-PI Core,7/5/2018 0:00,7/5/2018 0:00,'2018-11,Implemented,8056,383.6190476,733,,1,,,21,37,27
CE-PI Core,7/5/2018 0:00,7/5/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,36,37
CE-PI Core,8/3/2018 0:00,8/3/2018 0:00,'2018-08,Implemented,9023,392.3043478,779,,1,,,23,42,31
CE-PI Core,8/3/2018 0:00,8/3/2018 0:00,'2018-09,Implemented,7408,389.8947368,840,,1,,,19,41,33
CE-PI Core,8/3/2018 0:00,8/3/2018 0:00,'2018-10,Implemented,9321,405.2608696,837,,1,,,23,40,34
CE-PI Core,8/3/2018 0:00,8/3/2018 0:00,'2018-11,Implemented,8056,383.6190476,733,,1,,,21,39,29
CE-PI Core,8/3/2018 0:00,8/3/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,38,39
CE-PI Core,9/6/2018 0:00,9/6/2018 0:00,'2018-09,Implemented,7408,389.8947368,840,,2,,,19,38,26
CE-PI Core,9/6/2018 0:00,9/6/2018 0:00,'2018-10,Implemented,9321,405.2608696,837,,2,,,23,36,27
CE-PI Core,9/6/2018 0:00,9/6/2018 0:00,'2018-11,Implemented,8056,383.6190476,733,,2,,,21,48,22
CE-PI Core,9/6/2018 0:00,9/6/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,47,30
CE-PI Core,11/1/2018 0:00,11/1/2018 0:00,'2018-11,Implemented,8056,383.6190476,733,,2,,,21,45,21
CE-PI Core,11/1/2018 0:00,11/1/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,44,27
CE-PI Core,11/8/2018 0:00,11/8/2018 0:00,'2018-11,Implemented,8056,383.6190476,733,,2,,,21,46,19
CE-PI Core,11/8/2018 0:00,11/8/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,45,25
CE-PI Core,12/3/2018 0:00,12/3/2018 0:00,'2018-12,Implemented,9169,458.45,832,,1,,,20,45,25
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-02,Implemented,8767,461.4210526,841,,0,,,19,36,22
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-03,Implemented,9111,433.8571429,829,,1,,,21,38,23
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-04,Implemented,8979,427.5714286,766,,0,,,21,39,24
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-05,Implemented,7447,338.5,696,,2,,,22,40,25
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-06,Implemented,6149,307.45,739,,3,,,20,40,25
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-07,Implemented,7337,333.5,772,,0,,,22,39,25
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-08,Implemented,7581,344.5909091,822,,1,,,22,40,25
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-09,Implemented,6079,303.95,817,,1,,,20,41,26
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-10,Implemented,8031,349.173913,866,,1,,,23,41,25
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-11,Implemented,6471,323.55,857,,1,,,20,42,27
CE-PI Core,2/12/2019 0:00,2/12/2019 0:00,'2019-12,Implemented,10452,497.7142857,902,,0,0,0,21,41,26
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-04,Implemented,6122,291.5238095,766,,1,,,21,39,25
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-05,Implemented,5078,230.8181818,696,,0,,,22,39,24
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-06,Implemented,4193,209.65,739,,5,,,20,38,24
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-07,Implemented,5003,227.4090909,772,,0,,,22,35,22
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-08,Implemented,5169,234.9545455,822,,1,,,22,36,22
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-09,Implemented,5460,273,817,,1,,,20,37,23
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-10,Implemented,5479,238.2173913,866,,1,,,23,37,23
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-11,Implemented,5702,285.1,857,,1,,,20,38,24
CE-PI Core,4/8/2019 0:00,4/8/2019 0:00,'2019-12,Implemented,10452,497.7142857,902,,0,0,0,21,37,24
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-05,Implemented,5078,230.8181818,696,,4,,,22,36,22
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-06,Implemented,4193,209.65,739,,3,,,20,35,22
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-07,Implemented,5003,227.4090909,772,,0,,,22,33,21
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-08,Implemented,5169,234.9545455,822,,1,,,22,33,21
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-09,Implemented,4145,207.25,817,,1,,,20,33,21
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-10,Implemented,5476,238.0869565,866,,1,,,23,33,20
CE-PI Core,5/7/2019 0:00,5/7/2019 0:00,'2019-11,Implemented,4412,220.6,857,,1,,,20,34,21
